Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,Depth,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2008-10-07,63.0,56.0,60.0,4.0,52.0,56.0,5.0,0.0,555.0,1724.0,0.0,0.0,0.8,29.24,30.01,10.3,13.0,11.3
2008-10-08,64.0,50.0,57.0,1.0,51.0,54.0,8.0,0.0,556.0,1722.0,0.0,0.0,0.19,29.13,29.85,7.5,26.0,8.1
2008-10-09,69.0,47.0,58.0,3.0,38.0,49.0,7.0,0.0,557.0,1720.0,0.0,0.0,0.0,29.36,30.05,5.5,29.0,5.8
2008-10-10,72.0,42.0,57.0,2.0,42.0,50.0,8.0,0.0,558.0,1719.0,0.0,0.0,0.0,29.47,30.18,4.8,11.0,6.7
2008-10-11,79.0,51.0,65.0,11.0,50.0,57.0,0.0,0.0,559.0,1717.0,0.0,0.0,0.0,29.52,30.24,4.2,14.0,5.0
2008-10-12,84.0,57.0,71.0,17.0,56.0,61.0,0.0,6.0,600.0,1715.0,0.0,0.0,0.0,29.55,30.27,4.3,15.0,5.1
2008-10-13,77.0,61.0,69.0,16.0,58.0,63.0,0.0,4.0,602.0,1714.0,0.0,0.0,0.0,29.47,30.21,7.7,20.0,8.1
2008-10-14,69.0,53.0,61.0,8.0,43.0,51.0,4.0,0.0,603.0,1712.0,0.0,0.0,0.0,29.49,30.22,2.0,30.0,6.8
2008-10-15,63.0,47.0,55.0,2.0,50.0,53.0,10.0,0.0,604.0,1711.0,0.0,0.0,0.3,29.34,30.06,4.2,32.0,6.3
2008-10-16,59.0,43.0,51.0,-1.0,38.0,44.0,14.0,0.0,605.0,1709.0,0.0,0.0,0.0,29.52,30.25,6.1,35.0,7.5
2008-10-17,57.0,43.0,50.0,-2.0,39.0,44.0,15.0,0.0,606.0,1707.0,0.0,0.0,0.0,29.53,30.26,6.2,36.0,7.2
2008-10-18,60.0,43.0,52.0,1.0,40.0,45.0,13.0,0.0,607.0,1706.0,0.0,0.0,0.05,29.58,30.32,2.1,7.0,6.1
2008-10-19,62.0,40.0,51.0,0.0,37.0,45.0,14.0,0.0,608.0,1704.0,0.0,0.0,0.0,29.49,30.24,12.0,19.0,12.4
2008-10-20,55.0,43.0,49.0,-1.0,42.0,46.0,16.0,0.0,610.0,1703.0,0.0,0.0,0.18,29.48,30.21,4.0,31.0,7.6
2008-10-21,55.0,38.0,47.0,-3.0,35.0,42.0,18.0,0.0,611.0,1701.0,0.0,0.0,0.0,29.64,30.37,7.1,2.0,8.7
2008-10-22,52.0,35.0,44.0,-6.0,30.0,40.0,21.0,0.0,612.0,1660.0,0.0,0.0,0.0,29.65,30.39,12.1,12.0,13.1
2008-10-23,58.0,41.0,50.0,1.0,36.0,44.0,15.0,0.0,613.0,1658.0,0.0,0.0,0.16,29.5,30.27,11.5,12.0,11.8
2008-10-24,54.0,44.0,49.0,0.0,44.0,47.0,16.0,0.0,614.0,1657.0,0.0,0.0,0.32,29.18,29.96,5.3,19.0,6.1
2008-10-25,53.0,43.0,48.0,0.0,40.0,44.0,17.0,0.0,616.0,1656.0,0.0,0.0,0.0,29.02,29.77,11.9,22.0,12.3
2008-10-26,56.0,37.0,47.0,-1.0,32.0,41.0,18.0,0.0,617.0,1654.0,0.0,0.0,0.0,29.1,29.8,17.2,27.0,17.8
2008-10-27,47.0,33.0,40.0,-8.0,27.0,35.0,25.0,0.0,618.0,1653.0,0.0,0.0,0.0,29.51,30.2,13.7,31.0,14.4
2008-10-28,45.0,31.0,38.0,-9.0,23.0,33.0,27.0,0.0,619.0,1651.0,0.0,0.0,0.0,29.54,30.29,10.5,30.0,10.9
2008-10-29,51.0,32.0,42.0,-5.0,24.0,34.0,23.0,0.0,620.0,1650.0,0.0,0.0,0.0,29.47,30.21,3.7,32.0,6.2
2008-10-30,62.0,31.0,47.0,1.0,32.0,41.0,18.0,0.0,622.0,1649.0,0.0,0.0,0.0,29.57,30.31,10.5,19.0,10.4
2008-10-31,70.0,48.0,59.0,13.0,46.0,51.0,6.0,0.0,623.0,1647.0,0.0,0.0,0.0,29.57,30.3,5.7,22.0,7.4
2009-05-01,60.0,46.0,53.0,0.0,40.0,47.0,12.0,0.0,448.0,1849.0,0.0,0.0,0.02,29.26,29.98,8.4,29.0,8.5
2009-05-02,66.0,44.0,55.0,1.0,33.0,45.0,10.0,0.0,447.0,1850.0,0.0,0.0,0.0,29.21,29.94,8.8,26.0,9.2
2009-05-03,70.0,43.0,57.0,3.0,34.0,47.0,8.0,0.0,446.0,1851.0,0.0,0.0,0.0,29.19,29.92,3.9,26.0,4.9
2009-05-04,70.0,43.0,57.0,3.0,34.0,47.0,8.0,0.0,444.0,1852.0,0.0,0.0,0.0,29.31,30.02,6.5,9.0,7.6
2009-05-05,71.0,49.0,60.0,5.0,40.0,50.0,5.0,0.0,443.0,1853.0,0.0,0.0,0.0,29.22,29.95,5.5,13.0,6.0
2009-05-06,75.0,51.0,63.0,8.0,51.0,55.0,2.0,0.0,442.0,1855.0,0.0,0.0,0.67,29.05,29.79,6.5,19.0,8.1
2009-05-07,77.0,56.0,67.0,12.0,52.0,57.0,0.0,2.0,441.0,1856.0,0.0,0.0,0.19,29.01,29.73,8.5,25.0,10.3
2009-05-08,77.0,53.0,65.0,9.0,53.0,58.0,0.0,0.0,439.0,1857.0,0.0,0.0,0.02,28.94,29.68,4.9,21.0,6.0
2009-05-09,63.0,46.0,55.0,-1.0,44.0,48.0,10.0,0.0,438.0,1858.0,0.0,0.0,0.0,29.19,29.87,6.8,29.0,11.8
2009-05-10,67.0,40.0,54.0,-2.0,39.0,46.0,11.0,0.0,437.0,1859.0,0.0,0.0,0.0,29.41,30.11,4.7,30.0,8.4
2009-05-11,61.0,39.0,50.0,-7.0,35.0,44.0,15.0,0.0,436.0,1860.0,0.0,0.0,0.0,29.47,30.2,0.7,8.0,4.6
2009-05-12,71.0,39.0,55.0,-2.0,34.0,47.0,10.0,0.0,435.0,1901.0,0.0,0.0,0.0,29.38,30.13,9.5,16.0,9.6
2009-05-13,70.0,53.0,62.0,4.0,56.0,58.0,3.0,0.0,434.0,1902.0,0.0,0.0,0.55,29.01,29.76,14.4,19.0,16.4
2009-05-14,68.0,53.0,61.0,3.0,44.0,52.0,4.0,0.0,433.0,1903.0,0.0,0.0,0.0,29.31,30.0,10.5,27.0,10.7
2009-05-15,61.0,52.0,57.0,-1.0,51.0,54.0,8.0,0.0,432.0,1904.0,0.0,0.0,0.39,29.28,30.0,6.0,16.0,8.8
2009-05-16,62.0,45.0,54.0,-5.0,40.0,49.0,11.0,0.0,431.0,1905.0,0.0,0.0,0.0,29.36,30.05,11.0,29.0,12.5
2009-05-17,63.0,39.0,51.0,-8.0,27.0,42.0,14.0,0.0,430.0,1906.0,0.0,0.0,0.0,29.6,30.32,0.2,33.0,6.2
2009-05-18,66.0,40.0,53.0,-7.0,33.0,45.0,12.0,0.0,429.0,1907.0,0.0,0.0,0.0,29.54,30.29,9.6,19.0,9.9
2009-05-19,80.0,52.0,66.0,6.0,44.0,55.0,0.0,1.0,428.0,1908.0,0.0,0.0,0.0,29.48,30.21,13.5,21.0,13.8
2009-05-20,84.0,61.0,73.0,12.0,44.0,57.0,0.0,8.0,427.0,1909.0,0.0,0.0,0.0,29.4,30.13,14.4,20.0,14.6
2009-05-21,84.0,60.0,72.0,11.0,49.0,59.0,0.0,7.0,426.0,1910.0,0.0,0.0,0.0,29.38,30.09,7.8,23.0,12.8
2009-05-22,69.0,53.0,61.0,0.0,46.0,53.0,4.0,0.0,425.0,1911.0,0.0,0.0,0.0,29.46,30.18,10.4,4.0,10.7
2009-05-23,80.0,50.0,65.0,4.0,50.0,57.0,0.0,0.0,425.0,1912.0,0.0,0.0,0.0,29.33,30.06,4.5,7.0,5.7
2009-05-24,71.0,55.0,63.0,1.0,46.0,53.0,2.0,0.0,424.0,1913.0,0.0,0.0,0.0,29.34,30.07,10.4,4.0,11.0
2009-05-25,67.0,54.0,61.0,-1.0,43.0,51.0,4.0,0.0,423.0,1914.0,0.0,0.0,0.04,29.28,30.02,10.3,6.0,10.8
2009-05-26,74.0,53.0,64.0,2.0,51.0,55.0,1.0,0.0,422.0,1915.0,0.0,0.0,1.73,29.08,29.82,7.5,5.0,7.8
2009-05-27,73.0,55.0,64.0,2.0,58.0,60.0,1.0,0.0,422.0,1916.0,0.0,0.0,0.02,28.95,29.68,3.6,24.0,7.2
2009-05-28,62.0,54.0,58.0,-5.0,51.0,54.0,7.0,0.0,421.0,1916.0,0.0,0.0,0.0,29.06,29.76,6.8,30.0,8.1
2009-05-29,74.0,50.0,62.0,-2.0,49.0,55.0,3.0,0.0,421.0,1917.0,0.0,0.0,0.0,29.17,29.88,2.7,32.0,6.9
2009-05-30,79.0,50.0,65.0,1.0,46.0,54.0,0.0,0.0,420.0,1918.0,0.0,0.0,0.0,29.09,29.81,2.9,27.0,6.8
2009-05-31,73.0,45.0,59.0,-5.0,41.0,50.0,6.0,0.0,420.0,1919.0,0.0,0.0,0.0,29.21,29.94,2.7,10.0,4.6
2009-06-01,78.0,51.0,65.0,1.0,53.0,57.0,0.0,0.0,419.0,1920.0,0.0,0.0,0.44,29.19,29.89,1.2,34.0,11.1
2009-06-02,60.0,48.0,54.0,-10.0,46.0,50.0,11.0,0.0,419.0,1920.0,0.0,0.0,0.12,29.36,30.09,7.4,3.0,8.0
2009-06-03,61.0,43.0,52.0,-12.0,39.0,46.0,13.0,0.0,418.0,1921.0,0.0,0.0,0.0,29.42,30.15,10.5,4.0,10.7
2009-06-04,68.0,42.0,55.0,-9.0,37.0,48.0,10.0,0.0,418.0,1922.0,0.0,0.0,0.0,29.31,30.05,4.7,4.0,5.9
2009-06-05,79.0,44.0,62.0,-3.0,44.0,54.0,3.0,0.0,417.0,1923.0,0.0,0.0,0.0,29.18,29.91,5.8,26.0,6.7
2009-06-06,63.0,51.0,57.0,-9.0,45.0,50.0,8.0,0.0,417.0,1923.0,0.0,0.0,0.02,29.2,29.93,6.2,5.0,7.7
2009-06-07,73.0,52.0,63.0,-3.0,53.0,57.0,2.0,0.0,417.0,1924.0,0.0,0.0,0.04,29.14,29.87,2.7,8.0,6.9
2009-06-08,80.0,52.0,66.0,0.0,60.0,63.0,0.0,1.0,417.0,1925.0,0.0,0.0,0.45,29.06,29.77,5.9,24.0,9.2
2009-06-09,67.0,55.0,61.0,-5.0,53.0,56.0,4.0,0.0,416.0,1925.0,0.0,0.0,0.0,29.23,29.94,4.0,6.0,6.3
2009-06-10,67.0,54.0,61.0,-6.0,49.0,53.0,4.0,0.0,416.0,1926.0,0.0,0.0,0.01,29.15,29.89,8.0,5.0,8.7
2009-06-11,64.0,53.0,59.0,-8.0,51.0,54.0,6.0,0.0,416.0,1926.0,0.0,0.0,0.01,29.11,29.83,10.2,3.0,10.3
2009-06-12,74.0,49.0,62.0,-6.0,49.0,55.0,3.0,0.0,416.0,1927.0,0.0,0.0,0.0,29.24,29.95,4.4,7.0,5.8
2009-06-13,68.0,54.0,61.0,-7.0,51.0,55.0,4.0,0.0,416.0,1927.0,0.0,0.0,0.33,29.28,30.0,5.9,5.0,6.7
2009-06-14,77.0,51.0,64.0,-4.0,48.0,57.0,1.0,0.0,416.0,1928.0,0.0,0.0,0.0,29.29,30.01,4.5,4.0,4.7
2009-06-15,81.0,53.0,67.0,-1.0,49.0,58.0,0.0,2.0,416.0,1928.0,0.0,0.0,0.0,29.28,30.01,5.5,9.0,6.4
2009-06-16,71.0,59.0,65.0,-4.0,55.0,60.0,0.0,0.0,416.0,1929.0,0.0,0.0,1.23,29.15,29.89,11.2,10.0,11.8
2009-06-17,71.0,61.0,66.0,-3.0,59.0,62.0,0.0,1.0,416.0,1929.0,0.0,0.0,0.0,29.16,29.88,3.0,36.0,6.2
2009-06-18,80.0,61.0,71.0,1.0,63.0,67.0,0.0,6.0,416.0,1929.0,0.0,0.0,0.12,29.08,0.0,6.7,16.0,7.9
2009-06-19,86.0,65.0,76.0,6.0,67.0,69.0,0.0,11.0,416.0,1930.0,0.0,0.0,3.97,28.97,29.7,7.2,18.0,11.6
2009-06-20,87.0,68.0,78.0,8.0,65.0,70.0,0.0,13.0,416.0,1930.0,0.0,0.0,0.0,29.08,29.76,8.3,29.0,8.6
2009-06-21,84.0,70.0,77.0,7.0,63.0,68.0,0.0,12.0,416.0,1930.0,0.0,0.0,0.01,29.12,29.82,2.8,7.0,3.9
2009-06-22,89.0,68.0,79.0,9.0,67.0,71.0,0.0,14.0,417.0,1931.0,0.0,0.0,0.09,29.09,29.79,4.0,11.0,5.6
2009-06-23,94.0,71.0,83.0,13.0,69.0,73.0,0.0,18.0,417.0,1931.0,0.0,0.0,0.0,29.16,29.87,1.8,14.0,3.5
2009-06-24,94.0,75.0,85.0,14.0,68.0,73.0,0.0,20.0,417.0,1931.0,0.0,0.0,0.04,29.16,29.87,1.9,22.0,5.8
2009-06-25,94.0,75.0,85.0,14.0,69.0,73.0,0.0,20.0,417.0,1931.0,0.0,0.0,0.0,29.08,29.8,2.4,32.0,4.9
2009-06-26,86.0,69.0,78.0,7.0,60.0,0.0,0.0,13.0,418.0,1931.0,0.0,0.0,0.0,0.0,29.85,6.4,4.0,8.2
2009-06-27,89.0,62.0,76.0,5.0,61.0,67.0,0.0,11.0,418.0,1931.0,0.0,0.0,0.3,29.1,29.82,5.1,21.0,6.9
2009-06-28,83.0,66.0,75.0,4.0,53.0,62.0,0.0,10.0,419.0,1931.0,0.0,0.0,0.0,29.0,29.73,13.2,29.0,13.6
2009-06-29,77.0,63.0,70.0,-1.0,54.0,61.0,0.0,5.0,419.0,1931.0,0.0,0.0,0.0,28.89,29.6,12.2,30.0,12.7
2009-06-30,66.0,59.0,63.0,-9.0,53.0,57.0,2.0,0.0,419.0,1931.0,0.0,0.0,0.0,28.95,29.65,8.9,30.0,9.1
2009-07-01,65.0,57.0,61.0,-11.0,52.0,56.0,4.0,0.0,420.0,1931.0,0.0,0.0,0.0,29.07,29.77,8.2,32.0,8.7
2009-07-02,73.0,59.0,66.0,-6.0,54.0,60.0,0.0,1.0,420.0,1931.0,0.0,0.0,0.0,29.26,29.95,8.4,31.0,8.8
2009-07-03,79.0,63.0,71.0,-1.0,56.0,62.0,0.0,6.0,421.0,1931.0,0.0,0.0,0.0,29.36,30.06,1.2,34.0,5.8
2009-07-04,69.0,59.0,64.0,-8.0,58.0,61.0,1.0,0.0,422.0,1930.0,0.0,0.0,0.2,29.26,29.99,1.8,13.0,3.8
2009-07-05,81.0,57.0,69.0,-3.0,58.0,63.0,0.0,4.0,422.0,1930.0,0.0,0.0,0.05,29.2,29.92,0.7,34.0,2.4
2009-07-06,86.0,60.0,73.0,1.0,54.0,62.0,0.0,8.0,423.0,1930.0,0.0,0.0,0.0,29.14,29.86,7.5,31.0,7.8
2009-07-07,77.0,59.0,68.0,-4.0,54.0,60.0,0.0,3.0,423.0,1930.0,0.0,0.0,0.0,29.18,29.89,5.9,7.0,7.0
2009-07-08,65.0,61.0,63.0,-10.0,56.0,59.0,2.0,0.0,424.0,1929.0,0.0,0.0,0.06,29.28,29.99,6.8,6.0,7.0
2009-07-09,79.0,59.0,69.0,-4.0,57.0,63.0,0.0,4.0,425.0,1929.0,0.0,0.0,0.0,29.35,30.07,5.8,11.0,6.9
2009-07-10,82.0,63.0,73.0,0.0,64.0,67.0,0.0,8.0,425.0,1929.0,0.0,0.0,0.08,29.34,30.06,4.4,21.0,4.9
2009-07-11,85.0,63.0,74.0,1.0,59.0,65.0,0.0,9.0,426.0,1928.0,0.0,0.0,0.25,29.34,30.04,4.8,31.0,7.0
2009-07-12,82.0,58.0,70.0,-3.0,51.0,60.0,0.0,5.0,427.0,1928.0,0.0,0.0,0.0,29.35,30.07,2.9,29.0,5.7
2009-07-13,79.0,61.0,70.0,-3.0,46.0,57.0,0.0,5.0,428.0,1927.0,0.0,0.0,0.0,29.36,30.07,4.8,7.0,5.8
2009-07-14,80.0,55.0,68.0,-5.0,51.0,59.0,0.0,3.0,428.0,1927.0,0.0,0.0,0.0,29.34,30.07,6.7,16.0,7.5
2009-07-15,85.0,65.0,75.0,1.0,62.0,67.0,0.0,10.0,429.0,1926.0,0.0,0.0,0.68,29.18,29.9,10.0,24.0,12.4
2009-07-16,80.0,64.0,72.0,-2.0,56.0,62.0,0.0,7.0,430.0,1925.0,0.0,0.0,0.0,29.17,29.89,9.9,28.0,10.8
2009-07-17,70.0,57.0,64.0,-10.0,51.0,56.0,1.0,0.0,431.0,1925.0,0.0,0.0,0.0,29.15,29.87,10.6,30.0,10.8
2009-07-18,72.0,57.0,65.0,-9.0,52.0,57.0,0.0,0.0,432.0,1924.0,0.0,0.0,0.0,29.31,30.01,8.1,31.0,8.2
2009-07-19,71.0,57.0,64.0,-10.0,52.0,58.0,1.0,0.0,433.0,1923.0,0.0,0.0,0.0,29.39,30.11,1.3,36.0,4.0
2009-07-20,76.0,55.0,66.0,-8.0,55.0,60.0,0.0,1.0,433.0,1923.0,0.0,0.0,0.0,29.36,30.09,5.1,9.0,5.5
2009-07-21,80.0,58.0,69.0,-5.0,57.0,62.0,0.0,4.0,434.0,1922.0,0.0,0.0,0.04,29.28,30.01,3.1,13.0,5.8
2009-07-22,78.0,63.0,71.0,-3.0,61.0,64.0,0.0,6.0,435.0,1921.0,0.0,0.0,0.0,29.23,29.95,3.5,3.0,5.0
2009-07-23,82.0,62.0,72.0,-2.0,58.0,63.0,0.0,7.0,436.0,1920.0,0.0,0.0,0.0,29.21,29.93,2.6,32.0,5.0
2009-07-24,83.0,61.0,72.0,-2.0,59.0,64.0,0.0,7.0,437.0,1919.0,0.0,0.0,0.14,29.08,29.83,8.9,23.0,9.8
2009-07-25,81.0,66.0,74.0,0.0,58.0,64.0,0.0,9.0,438.0,1918.0,0.0,0.0,0.0,29.02,29.73,10.6,28.0,11.1
2009-07-26,82.0,63.0,73.0,-1.0,58.0,64.0,0.0,8.0,439.0,1918.0,0.0,0.0,0.0,29.13,29.82,8.0,29.0,8.6
2009-07-27,84.0,64.0,74.0,0.0,61.0,66.0,0.0,9.0,440.0,1917.0,0.0,0.0,0.02,29.13,29.86,9.3,23.0,10.1
2009-07-28,84.0,66.0,75.0,1.0,60.0,66.0,0.0,10.0,441.0,1916.0,0.0,0.0,0.01,29.08,29.78,6.4,28.0,8.0
2009-07-29,81.0,62.0,72.0,-2.0,51.0,59.0,0.0,7.0,442.0,1915.0,0.0,0.0,0.0,29.13,29.84,4.2,35.0,7.1
2009-07-30,79.0,59.0,69.0,-5.0,57.0,62.0,0.0,4.0,443.0,1914.0,0.0,0.0,0.0,29.15,29.85,4.4,23.0,5.5
2009-07-31,81.0,58.0,70.0,-4.0,54.0,61.0,0.0,5.0,444.0,1913.0,0.0,0.0,0.0,29.23,29.94,6.2,26.0,7.3
2009-08-01,75.0,61.0,68.0,-5.0,59.0,62.0,0.0,3.0,445.0,1911.0,0.0,0.0,0.0,29.18,29.91,11.6,22.0,11.4
2009-08-02,78.0,57.0,68.0,-5.0,51.0,59.0,0.0,3.0,446.0,1910.0,0.0,0.0,0.0,29.2,29.93,6.8,25.0,9.6
2009-08-03,84.0,67.0,76.0,3.0,60.0,66.0,0.0,11.0,447.0,1909.0,0.0,0.0,0.07,29.1,29.82,12.2,21.0,12.4
2009-08-04,85.0,67.0,76.0,3.0,61.0,67.0,0.0,11.0,448.0,1908.0,0.0,0.0,0.0,29.17,29.87,2.5,2.0,5.8
2009-08-05,79.0,61.0,70.0,-3.0,54.0,61.0,0.0,5.0,449.0,1907.0,0.0,0.0,0.0,29.34,30.05,2.9,6.0,4.2
2009-08-06,82.0,60.0,71.0,-2.0,51.0,60.0,0.0,6.0,450.0,1906.0,0.0,0.0,0.0,29.39,30.09,1.4,6.0,5.4
2009-08-07,74.0,64.0,69.0,-4.0,59.0,63.0,0.0,4.0,451.0,1904.0,0.0,0.0,0.33,29.36,30.09,7.3,15.0,7.8
2009-08-08,89.0,68.0,79.0,6.0,70.0,73.0,0.0,14.0,452.0,1903.0,0.0,0.0,0.02,29.2,29.92,12.9,21.0,13.6
2009-08-09,91.0,77.0,84.0,11.0,71.0,74.0,0.0,19.0,453.0,1902.0,0.0,0.0,0.18,29.23,29.94,11.6,23.0,12.9
2009-08-10,85.0,70.0,78.0,5.0,65.0,69.0,0.0,13.0,454.0,1900.0,0.0,0.0,0.0,29.24,29.95,6.9,26.0,7.2
2009-08-11,82.0,62.0,72.0,-1.0,61.0,66.0,0.0,7.0,455.0,1859.0,0.0,0.0,0.0,29.3,30.0,6.3,2.0,8.0
2009-08-12,83.0,60.0,72.0,-1.0,55.0,62.0,0.0,7.0,456.0,1858.0,0.0,0.0,0.0,29.39,30.09,3.7,4.0,5.9
2009-08-13,86.0,60.0,73.0,0.0,55.0,63.0,0.0,8.0,457.0,1856.0,0.0,0.0,0.0,29.38,30.1,1.5,14.0,3.8
2009-08-14,88.0,63.0,76.0,4.0,59.0,66.0,0.0,11.0,458.0,1855.0,0.0,0.0,0.0,29.38,30.1,5.4,21.0,5.7
2009-08-15,89.0,67.0,78.0,6.0,61.0,67.0,0.0,13.0,459.0,1854.0,0.0,0.0,0.0,29.32,30.04,8.7,19.0,8.9
2009-08-16,88.0,70.0,79.0,7.0,67.0,70.0,0.0,14.0,500.0,1852.0,0.0,0.0,0.63,29.27,29.99,9.5,20.0,10.2
2009-08-17,83.0,70.0,77.0,5.0,68.0,70.0,0.0,12.0,501.0,1851.0,0.0,0.0,0.33,29.28,30.0,4.6,22.0,5.8
2009-08-18,83.0,65.0,74.0,2.0,59.0,65.0,0.0,9.0,502.0,1849.0,0.0,0.0,0.0,29.28,29.99,7.5,27.0,8.1
2009-08-19,83.0,59.0,71.0,0.0,60.0,65.0,0.0,6.0,503.0,1848.0,0.0,0.0,0.35,29.08,29.83,5.7,16.0,8.7
2009-08-20,78.0,64.0,71.0,0.0,61.0,65.0,0.0,6.0,504.0,1846.0,0.0,0.0,0.07,28.93,29.66,12.1,23.0,12.5
2009-08-21,73.0,59.0,66.0,-5.0,58.0,61.0,0.0,1.0,505.0,1845.0,0.0,0.0,0.16,29.07,29.75,7.7,27.0,10.7
2009-08-22,68.0,57.0,63.0,-8.0,52.0,56.0,2.0,0.0,506.0,1843.0,0.0,0.0,0.0,29.31,30.0,7.8,1.0,9.4
2009-08-23,74.0,56.0,65.0,-6.0,53.0,58.0,0.0,0.0,508.0,1842.0,0.0,0.0,0.0,29.38,30.09,2.7,2.0,6.4
2009-08-24,79.0,54.0,67.0,-4.0,56.0,61.0,0.0,2.0,509.0,1840.0,0.0,0.0,0.0,29.41,30.13,3.8,21.0,5.1
2009-08-25,83.0,59.0,71.0,1.0,61.0,65.0,0.0,6.0,510.0,1839.0,0.0,0.0,0.0,29.33,30.05,9.1,21.0,9.2
2009-08-26,73.0,62.0,68.0,-2.0,62.0,64.0,0.0,3.0,511.0,1837.0,0.0,0.0,0.93,29.36,30.08,5.2,2.0,7.8
2009-08-27,67.0,61.0,64.0,-6.0,60.0,61.0,1.0,0.0,512.0,1835.0,0.0,0.0,0.95,29.36,30.08,9.1,7.0,9.7
2009-08-28,68.0,60.0,64.0,-6.0,61.0,62.0,1.0,0.0,513.0,1834.0,0.0,0.0,0.22,29.18,29.93,3.4,2.0,5.7
2009-08-29,69.0,56.0,63.0,-7.0,51.0,56.0,2.0,0.0,514.0,1832.0,0.0,0.0,0.02,29.18,29.89,11.4,31.0,11.8
2009-08-30,66.0,51.0,59.0,-11.0,47.0,52.0,6.0,0.0,515.0,1831.0,0.0,0.0,0.0,29.44,30.14,8.2,1.0,9.3
2009-08-31,68.0,49.0,59.0,-10.0,44.0,52.0,6.0,0.0,516.0,1829.0,0.0,0.0,0.0,29.55,30.27,4.8,3.0,6.0
2009-09-01,72.0,47.0,60.0,-8.0,47.0,53.0,5.0,0.0,517.0,1827.0,0.0,0.0,0.0,29.57,30.31,3.3,4.0,3.4
2009-09-02,73.0,50.0,62.0,-6.0,50.0,56.0,3.0,0.0,518.0,1826.0,0.0,0.0,0.0,29.51,30.25,4.1,6.0,5.1
2009-09-03,75.0,56.0,66.0,-2.0,54.0,59.0,0.0,1.0,519.0,1824.0,0.0,0.0,0.0,29.42,30.16,4.7,5.0,6.0
2009-09-04,75.0,54.0,65.0,-3.0,54.0,59.0,0.0,0.0,520.0,1822.0,0.0,0.0,0.0,29.44,30.15,3.6,4.0,4.1
2009-09-05,78.0,54.0,66.0,-1.0,57.0,61.0,0.0,1.0,521.0,1821.0,0.0,0.0,0.0,29.49,30.21,4.3,4.0,5.3
2009-09-06,77.0,61.0,69.0,2.0,59.0,63.0,0.0,4.0,522.0,1819.0,0.0,0.0,0.03,29.47,30.19,4.2,5.0,5.3
2009-09-07,77.0,59.0,68.0,1.0,59.0,62.0,0.0,3.0,523.0,1817.0,0.0,0.0,0.0,29.39,0.0,5.8,3.0,4.0
2009-09-08,78.0,60.0,69.0,3.0,60.0,63.0,0.0,4.0,524.0,1815.0,0.0,0.0,0.0,29.36,30.07,6.6,3.0,7.3
2009-09-09,78.0,65.0,72.0,6.0,63.0,65.0,0.0,7.0,525.0,1814.0,0.0,0.0,0.0,29.42,30.14,6.1,6.0,6.9
2009-09-10,81.0,64.0,73.0,7.0,62.0,65.0,0.0,8.0,526.0,1812.0,0.0,0.0,0.0,29.48,30.2,6.0,6.0,6.8
2009-09-11,80.0,61.0,71.0,6.0,59.0,63.0,0.0,6.0,527.0,1810.0,0.0,0.0,0.0,29.44,30.17,5.1,7.0,5.6
2009-09-12,79.0,58.0,69.0,4.0,60.0,63.0,0.0,4.0,528.0,1809.0,0.0,0.0,0.0,29.41,30.14,3.7,3.0,4.8
2009-09-13,80.0,58.0,69.0,4.0,54.0,60.0,0.0,4.0,529.0,1807.0,0.0,0.0,0.0,29.39,30.12,1.5,7.0,3.0
2009-09-14,84.0,58.0,71.0,7.0,55.0,61.0,0.0,6.0,530.0,1805.0,0.0,0.0,0.0,29.34,30.07,0.1,33.0,2.1
2009-09-15,82.0,64.0,73.0,9.0,59.0,63.0,0.0,8.0,531.0,1803.0,0.0,0.0,0.0,29.36,30.07,6.2,2.0,7.8
2009-09-16,71.0,59.0,65.0,1.0,54.0,59.0,0.0,0.0,532.0,1760.0,0.0,0.0,0.0,29.49,30.2,11.0,5.0,11.4
2009-09-17,72.0,50.0,61.0,-3.0,52.0,56.0,4.0,0.0,533.0,1758.0,0.0,0.0,0.0,29.45,30.18,3.4,5.0,4.2
2009-09-18,79.0,50.0,65.0,1.0,55.0,59.0,0.0,0.0,535.0,1756.0,0.0,0.0,0.0,29.46,30.18,5.1,2.0,6.4
2009-09-19,76.0,55.0,66.0,3.0,55.0,59.0,0.0,1.0,536.0,1755.0,0.0,0.0,0.0,29.48,30.21,3.2,10.0,5.9
2009-09-20,73.0,54.0,64.0,2.0,56.0,60.0,1.0,0.0,537.0,1753.0,0.0,0.0,0.75,29.28,30.04,6.4,7.0,7.9
2009-09-21,67.0,60.0,64.0,2.0,59.0,61.0,1.0,0.0,538.0,1751.0,0.0,0.0,0.0,29.26,29.98,3.5,23.0,4.6
2009-09-22,77.0,59.0,68.0,6.0,65.0,67.0,0.0,3.0,539.0,1749.0,0.0,0.0,0.0,29.28,29.98,5.2,17.0,7.7
2009-09-23,76.0,62.0,69.0,8.0,62.0,64.0,0.0,4.0,540.0,1748.0,0.0,0.0,0.0,29.42,30.12,0.6,32.0,4.0
2009-09-24,73.0,64.0,69.0,8.0,63.0,65.0,0.0,4.0,541.0,1746.0,0.0,0.0,0.0,29.44,30.16,4.3,6.0,4.7
